,PIN,FOLIO,DOR_CODE,NBHC,S_DATE,VI,QU,REA_CD,S_AMT,SUB,STR,S_TYPE,ORIG_SALES_DATE,PIN_p,DOR_C,SUB_p,SITE_ADDR,SITE_CITY,SITE_ZIP,tBEDS,tBATHS,tSTORIES,tUNITS,tBLDGS,TAXDIST,JUST,LAND,BLDG,EXF,ACT,EFF,HEAT_AR,ASD_VAL,TAX_VAL,MUNI,SD1,SD2,TIF,BASE,VI_p,ACREAGE,NBHC_p,OWNER_OCCUPIED,_merge
667566,U-28-31-19-C6E-000000-00284.0,0516160774,0006,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
667567,U-28-31-19-C6E-000000-00285.0,0516160776,0006,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
667568,U-28-31-19-C6E-000000-00286.0,0516160778,0006,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
667569,U-28-31-19-C6E-000000-B0000.0,0516160780,0903,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
667570,U-28-31-19-C6E-000000-PS000.0,0516160782,0903,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
667571,U-28-31-19-C6E-000000-K0000.0,0516160784,0000,227011.0,2020-10-26,V,U,3C,7300000.0,C6E,283119,WD,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670488,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,2020-08-18,I,U,11,100.0,1SN,203119,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670489,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,2006-06-09,I,Q,01,235000.0,1SN,203119,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670490,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,2005-12-19,I,U,11,100.0,1SN,203119,QC,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670491,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,1991-01-01,I,Q,01,57500.0,1SN,203119,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670492,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,1987-08-01,I,Q,01,49500.0,1SN,203119,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670493,U-20-31-19-1SN-000000-1045E.0,0520435510,0400,827057.0,1983-06-01,I,Q,01,45000.0,1SN,203119,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687200,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2021-12-16,V,Q,01,1000000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687201,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2007-06-15,V,Q,3C,11475000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687202,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2005-08-11,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687203,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2005-08-10,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687204,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2004-12-21,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687205,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,2004-12-17,V,Q,01,2590700.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687206,U-22-31-19-ZZZ-000001-75240.3,0539660010,0000,227011.0,1993-04-01,V,U,05,1689600.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687207,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2021-12-16,V,U,05,4720000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687208,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2007-06-15,V,Q,3C,11475000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687209,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2005-08-11,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687210,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2005-08-10,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687211,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2004-12-21,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687212,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,2004-12-17,V,Q,01,2590700.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687213,U-22-31-19-ZZZ-000001-75240.5,0539660020,0000,227011.0,1993-04-01,V,U,05,1689600.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687214,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2021-12-16,V,U,05,4720000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687215,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2007-06-15,V,Q,3C,11475000.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687216,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2005-08-11,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687217,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2005-08-10,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687218,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2004-12-21,V,U,11,100.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687219,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,2004-12-17,V,Q,01,2590700.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
687220,U-22-31-19-ZZZ-000001-75240.6,0539660025,0000,227011.0,1993-04-01,V,U,05,1689600.0,ZZZ,223119,WD,1978-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
689271,U-22-31-19-B40-000000-B0047.0,0539752073,0903,227011.0,2007-06-15,V,Q,3C,11475000.0,B40,223119,WD,2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
710304,U-34-31-19-ZZZ-000001-76120.2,0542440025,5100,227011.0,2021-12-15,V,Q,01,3344100.0,ZZZ,343119,WD,2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
711774,U-35-31-19-B3U-000000-C0001.1,0542457109,0901,228005.0,2018-01-09,V,U,3C,4024300.0,B3U,353119,WD,2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
728840,U-05-32-19-1UU-000000-00010.0,0552000000,NN,0.0,2005-11-23,V,U,05,646100.0,1UU,053219,WD,2005-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
759543,U-12-32-19-67H-000000-00005.0,0568206012,NN,0.0,1998-03-01,V,U,05,529900.0,67H,123219,WD,1987-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
759544,U-12-32-19-67H-000000-00005.0,0568206012,NN,0.0,1996-05-01,V,U,05,685000.0,67H,123219,WD,1987-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
759545,U-12-32-19-67H-000000-00005.0,0568206012,NN,0.0,1987-07-01,V,Q,01,500000.0,67H,123219,WD,1987-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
